ReportDt|Unit|Power
04/12/2020|Arkansas Nuclear 2|0
04/12/2020|Beaver Valley 1|100
04/12/2020|Beaver Valley 2|0
04/12/2020|Braidwood 1|100
04/12/2020|Braidwood 2|91
04/12/2020|Browns Ferry 1|100
04/12/2020|Browns Ferry 2|100
04/12/2020|Browns Ferry 3|100
04/12/2020|Brunswick 1|78
04/12/2020|Brunswick 2|100
04/12/2020|Byron 1|100
04/12/2020|Byron 2|100
04/12/2020|Callaway|100
04/12/2020|Calvert Cliffs 1|100
04/12/2020|Calvert Cliffs 2|100
04/12/2020|Catawba 1|100
04/12/2020|Catawba 2|100
04/12/2020|Clinton|99
04/12/2020|Columbia Generating Station|100
04/12/2020|Comanche Peak 1|100
04/12/2020|Comanche Peak 2|100
04/12/2020|Cooper|100
04/12/2020|D.C. Cook 1|100
04/12/2020|D.C. Cook 2|100
04/12/2020|Davis-Besse|95
04/12/2020|Diablo Canyon 1|100
04/12/2020|Diablo Canyon 2|100
04/12/2020|Dresden 2|100
04/12/2020|Dresden 3|100
04/12/2020|Duane Arnold|100
04/12/2020|Farley 1|100
04/12/2020|Farley 2|100
04/12/2020|Fermi 2|0
04/12/2020|FitzPatrick|100
04/12/2020|Ginna|0
04/12/2020|Grand Gulf 1|0
04/12/2020|Harris 1|100
04/12/2020|Hatch 1|93
04/12/2020|Hatch 2|100
04/12/2020|Hope Creek 1|100
04/12/2020|Indian Point 2|81
04/12/2020|Indian Point 3|100
04/12/2020|LaSalle 1|100
04/12/2020|LaSalle 2|100
04/12/2020|Limerick 1|0
04/12/2020|Limerick 2|100
04/12/2020|McGuire 1|100
04/12/2020|McGuire 2|0
04/12/2020|Millstone 2|100
04/12/2020|Millstone 3|83
04/12/2020|Monticello|83
04/12/2020|Nine Mile Point 1|75
04/12/2020|Nine Mile Point 2|100
04/12/2020|North Anna 1|100
04/12/2020|North Anna 2|0
04/12/2020|Oconee 1|100
04/12/2020|Oconee 2|100
04/12/2020|Oconee 3|0
04/12/2020|Palisades|100
04/12/2020|Palo Verde 1|100
04/12/2020|Palo Verde 2|0
04/12/2020|Palo Verde 3|100
04/12/2020|Peach Bottom 2|100
04/12/2020|Peach Bottom 3|100
04/12/2020|Perry 1|100
04/12/2020|Point Beach 1|100
04/12/2020|Point Beach 2|100
04/12/2020|Prairie Island 1|84
04/12/2020|Prairie Island 2|100
04/12/2020|Quad Cities 1|100
04/12/2020|Quad Cities 2|0
04/12/2020|River Bend Station 1|96
04/12/2020|Robinson 2|100
04/12/2020|Saint Lucie 1|100
04/12/2020|Saint Lucie 2|100
04/12/2020|Salem 1|100
04/12/2020|Salem 2|0
04/12/2020|Seabrook 1|0
04/12/2020|Sequoyah 1|100
04/12/2020|Sequoyah 2|0
04/12/2020|South Texas 1|0
04/12/2020|South Texas 2|100
04/12/2020|Summer|0
04/12/2020|Surry 1|100
04/12/2020|Surry 2|96
04/12/2020|Susquehanna 1|0
04/12/2020|Susquehanna 2|99
04/12/2020|Three Mile Island 1|0
04/12/2020|Turkey Point 3|0
04/12/2020|Turkey Point 4|100
04/12/2020|Vogtle 1|100
04/12/2020|Vogtle 2|100
04/12/2020|Waterford 3|100
04/12/2020|Watts Bar 1|100
04/12/2020|Watts Bar 2|100
04/12/2020|Wolf Creek 1|100
04/11/2020|Arkansas Nuclear 1|100
04/11/2020|Arkansas Nuclear 2|0
04/11/2020|Beaver Valley 1|100
04/11/2020|Beaver Valley 2|65
04/11/2020|Braidwood 1|100
04/11/2020|Braidwood 2|92
04/11/2020|Browns Ferry 1|100
04/11/2020|Browns Ferry 2|100
04/11/2020|Browns Ferry 3|100
04/11/2020|Brunswick 1|71
04/11/2020|Brunswick 2|100
04/11/2020|Byron 1|100
04/11/2020|Byron 2|100
04/11/2020|Callaway|100
04/11/2020|Calvert Cliffs 1|100
04/11/2020|Calvert Cliffs 2|100
04/11/2020|Catawba 1|100
04/11/2020|Catawba 2|100
04/11/2020|Clinton|99
04/11/2020|Columbia Generating Station|100
04/11/2020|Comanche Peak 1|100
04/11/2020|Comanche Peak 2|100
04/11/2020|Cooper|100
04/11/2020|D.C. Cook 1|100
04/11/2020|D.C. Cook 2|100
04/11/2020|Davis-Besse|93
04/11/2020|Diablo Canyon 1|100
04/11/2020|Diablo Canyon 2|100
04/11/2020|Dresden 2|100
04/11/2020|Dresden 3|100
04/11/2020|Duane Arnold|100
04/11/2020|Farley 1|100
04/11/2020|Farley 2|100
04/11/2020|Fermi 2|0
04/11/2020|FitzPatrick|100
04/11/2020|Ginna|0
04/11/2020|Grand Gulf 1|0
04/11/2020|Harris 1|100
04/11/2020|Hatch 1|92
04/11/2020|Hatch 2|100
04/11/2020|Hope Creek 1|100
04/11/2020|Indian Point 2|81
04/11/2020|Indian Point 3|100
04/11/2020|LaSalle 1|100
04/11/2020|LaSalle 2|100
04/11/2020|Limerick 1|0
04/11/2020|Limerick 2|100
04/11/2020|McGuire 1|100
04/11/2020|McGuire 2|0
04/11/2020|Millstone 2|100
04/11/2020|Millstone 3|14
04/11/2020|Monticello|100
04/11/2020|Nine Mile Point 1|100
04/11/2020|Nine Mile Point 2|100
04/11/2020|North Anna 1|100
04/11/2020|North Anna 2|0
04/11/2020|Oconee 1|100
04/11/2020|Oconee 2|100
04/11/2020|Oconee 3|0
04/11/2020|Palisades|100
04/11/2020|Palo Verde 1|100
04/11/2020|Palo Verde 2|0
04/11/2020|Palo Verde 3|100
04/11/2020|Peach Bottom 2|100
04/11/2020|Peach Bottom 3|100
04/11/2020|Perry 1|100
04/11/2020|Point Beach 1|100
04/11/2020|Point Beach 2|100
04/11/2020|Prairie Island 1|100
04/11/2020|Prairie Island 2|100
04/11/2020|Quad Cities 1|100
04/11/2020|Quad Cities 2|0
04/11/2020|River Bend Station 1|96
04/11/2020|Robinson 2|100
04/11/2020|Saint Lucie 1|100
04/11/2020|Saint Lucie 2|100
04/11/2020|Salem 1|100
04/11/2020|Salem 2|0
04/11/2020|Seabrook 1|0
04/11/2020|Sequoyah 1|100
04/11/2020|Sequoyah 2|0
04/11/2020|South Texas 1|0
04/11/2020|South Texas 2|100
04/11/2020|Summer|0
04/11/2020|Surry 1|100
04/11/2020|Surry 2|97
04/11/2020|Susquehanna 1|0
04/11/2020|Susquehanna 2|99
04/11/2020|Three Mile Island 1|0
04/11/2020|Turkey Point 3|0
04/11/2020|Turkey Point 4|100
04/11/2020|Vogtle 1|100
04/11/2020|Vogtle 2|100
04/11/2020|Waterford 3|100
04/11/2020|Watts Bar 1|100
04/11/2020|Watts Bar 2|100
04/11/2020|Wolf Creek 1|100
04/10/2020|Arkansas Nuclear 1|100
04/10/2020|Arkansas Nuclear 2|0
04/10/2020|Beaver Valley 1|100
04/10/2020|Beaver Valley 2|79
04/10/2020|Braidwood 1|100
04/10/2020|Braidwood 2|93
04/10/2020|Browns Ferry 1|100
04/10/2020|Browns Ferry 2|100
04/10/2020|Browns Ferry 3|100
04/10/2020|Brunswick 1|60
04/10/2020|Brunswick 2|100
04/10/2020|Byron 1|100
04/10/2020|Byron 2|100
04/10/2020|Callaway|100
04/10/2020|Calvert Cliffs 1|100
04/10/2020|Calvert Cliffs 2|100
04/10/2020|Catawba 1|100
04/10/2020|Catawba 2|100
04/10/2020|Clinton|99
04/10/2020|Columbia Generating Station|100
04/10/2020|Comanche Peak 1|100
04/10/2020|Comanche Peak 2|100
04/10/2020|Cooper|100
04/10/2020|D.C. Cook 1|100
04/10/2020|D.C. Cook 2|100
04/10/2020|Davis-Besse|95
04/10/2020|Diablo Canyon 1|100
04/10/2020|Diablo Canyon 2|100
04/10/2020|Dresden 2|100
04/10/2020|Dresden 3|100
04/10/2020|Duane Arnold|100
04/10/2020|Farley 1|100
04/10/2020|Farley 2|100
04/10/2020|Fermi 2|0
04/10/2020|FitzPatrick|100
04/10/2020|Ginna|0
04/10/2020|Grand Gulf 1|0
04/10/2020|Harris 1|100
04/10/2020|Hatch 1|92
04/10/2020|Hatch 2|100
04/10/2020|Hope Creek 1|100
04/10/2020|Indian Point 2|82
04/10/2020|Indian Point 3|100
04/10/2020|LaSalle 1|100
04/10/2020|LaSalle 2|100
04/10/2020|Limerick 1|0
04/10/2020|Limerick 2|100
04/10/2020|McGuire 1|100
04/10/2020|McGuire 2|0
04/10/2020|Millstone 2|100
04/10/2020|Millstone 3|0
04/10/2020|Monticello|100
04/10/2020|Nine Mile Point 1|100
04/10/2020|Nine Mile Point 2|100
04/10/2020|North Anna 1|100
04/10/2020|North Anna 2|0
04/10/2020|Oconee 1|100
04/10/2020|Oconee 2|100
04/10/2020|Oconee 3|90
04/10/2020|Palisades|100
04/10/2020|Palo Verde 1|100
04/10/2020|Palo Verde 2|0
04/10/2020|Palo Verde 3|100
04/10/2020|Peach Bottom 2|100
04/10/2020|Peach Bottom 3|100
04/10/2020|Perry 1|100
04/10/2020|Point Beach 1|100
04/10/2020|Point Beach 2|100
04/10/2020|Prairie Island 1|100
04/10/2020|Prairie Island 2|100
04/10/2020|Quad Cities 1|100
04/10/2020|Quad Cities 2|0
04/10/2020|River Bend Station 1|95
04/10/2020|Robinson 2|100
04/10/2020|Saint Lucie 1|100
04/10/2020|Saint Lucie 2|100
04/10/2020|Salem 1|100
04/10/2020|Salem 2|90
04/10/2020|Seabrook 1|0
04/10/2020|Sequoyah 1|100
04/10/2020|Sequoyah 2|80
04/10/2020|South Texas 1|0
04/10/2020|South Texas 2|100
04/10/2020|Summer|85
04/10/2020|Surry 1|100
04/10/2020|Surry 2|97
04/10/2020|Susquehanna 1|0
04/10/2020|Susquehanna 2|99
04/10/2020|Three Mile Island 1|0
04/10/2020|Turkey Point 3|0
04/10/2020|Turkey Point 4|100
04/10/2020|Vogtle 1|100
04/10/2020|Vogtle 2|100
04/10/2020|Waterford 3|100
04/10/2020|Watts Bar 1|100
04/10/2020|Watts Bar 2|100
04/10/2020|Wolf Creek 1|100
04/09/2020|Arkansas Nuclear 1|100
04/09/2020|Arkansas Nuclear 2|0
04/09/2020|Beaver Valley 1|100
04/09/2020|Beaver Valley 2|79
04/09/2020|Braidwood 1|100
04/09/2020|Braidwood 2|95
04/09/2020|Browns Ferry 1|100
04/09/2020|Browns Ferry 2|100
04/09/2020|Browns Ferry 3|45
04/09/2020|Brunswick 1|60
04/09/2020|Brunswick 2|100
04/09/2020|Byron 1|100
04/09/2020|Byron 2|100
04/09/2020|Callaway|100
04/09/2020|Calvert Cliffs 1|100
04/09/2020|Calvert Cliffs 2|100
04/09/2020|Catawba 1|100
04/09/2020|Catawba 2|100
04/09/2020|Clinton|99
04/09/2020|Columbia Generating Station|100
04/09/2020|Comanche Peak 1|100
04/09/2020|Comanche Peak 2|100
04/09/2020|Cooper|100
04/09/2020|D.C. Cook 1|100
04/09/2020|D.C. Cook 2|100
04/09/2020|Davis-Besse|95
04/09/2020|Diablo Canyon 1|100
04/09/2020|Diablo Canyon 2|100
04/09/2020|Dresden 2|100
04/09/2020|Dresden 3|100
04/09/2020|Duane Arnold|100
04/09/2020|Farley 1|100
04/09/2020|Farley 2|100
04/09/2020|Fermi 2|0
04/09/2020|FitzPatrick|100
04/09/2020|Ginna|0
04/09/2020|Grand Gulf 1|0
04/09/2020|Harris 1|100
04/09/2020|Hatch 1|98
04/09/2020|Hatch 2|100
04/09/2020|Hope Creek 1|100
04/09/2020|Indian Point 2|82
04/09/2020|Indian Point 3|100
04/09/2020|LaSalle 1|100
04/09/2020|LaSalle 2|100
04/09/2020|Limerick 1|0
04/09/2020|Limerick 2|100
04/09/2020|McGuire 1|100
04/09/2020|McGuire 2|0
04/09/2020|Millstone 2|100
04/09/2020|Millstone 3|0
04/09/2020|Monticello|85
04/09/2020|Nine Mile Point 1|100
04/09/2020|Nine Mile Point 2|96
04/09/2020|North Anna 1|100
04/09/2020|North Anna 2|28
04/09/2020|Oconee 1|100
04/09/2020|Oconee 2|100
04/09/2020|Oconee 3|90
04/09/2020|Palisades|100
04/09/2020|Palo Verde 1|100
04/09/2020|Palo Verde 2|0
04/09/2020|Palo Verde 3|100
04/09/2020|Peach Bottom 2|100
04/09/2020|Peach Bottom 3|100
04/09/2020|Perry 1|100
04/09/2020|Point Beach 1|100
04/09/2020|Point Beach 2|94
04/09/2020|Prairie Island 1|78
04/09/2020|Prairie Island 2|100
04/09/2020|Quad Cities 1|100
04/09/2020|Quad Cities 2|0
04/09/2020|River Bend Station 1|73
04/09/2020|Robinson 2|100
04/09/2020|Saint Lucie 1|100
04/09/2020|Saint Lucie 2|100
04/09/2020|Salem 1|100
04/09/2020|Salem 2|91
04/09/2020|Seabrook 1|0
04/09/2020|Sequoyah 1|100
04/09/2020|Sequoyah 2|79
04/09/2020|South Texas 1|0
04/09/2020|South Texas 2|100
04/09/2020|Summer|85
04/09/2020|Surry 1|100
04/09/2020|Surry 2|98
04/09/2020|Susquehanna 1|0
04/09/2020|Susquehanna 2|99
04/09/2020|Three Mile Island 1|0
04/09/2020|Turkey Point 3|0
04/09/2020|Turkey Point 4|100
04/09/2020|Vogtle 1|100
04/09/2020|Vogtle 2|100
04/09/2020|Waterford 3|100
04/09/2020|Watts Bar 1|100
04/09/2020|Watts Bar 2|100
04/09/2020|Wolf Creek 1|100
04/08/2020|Arkansas Nuclear 1|100
04/08/2020|Arkansas Nuclear 2|0
04/08/2020|Beaver Valley 1|100
04/08/2020|Beaver Valley 2|79
04/08/2020|Braidwood 1|100
04/08/2020|Braidwood 2|96
04/08/2020|Browns Ferry 1|100
04/08/2020|Browns Ferry 2|100
04/08/2020|Browns Ferry 3|95
04/08/2020|Brunswick 1|60
04/08/2020|Brunswick 2|100
04/08/2020|Byron 1|100
04/08/2020|Byron 2|100
04/08/2020|Callaway|99
04/08/2020|Calvert Cliffs 1|100
04/08/2020|Calvert Cliffs 2|100
04/08/2020|Catawba 1|100
04/08/2020|Catawba 2|100
04/08/2020|Clinton|99
04/08/2020|Columbia Generating Station|100
04/08/2020|Comanche Peak 1|100
04/08/2020|Comanche Peak 2|100
04/08/2020|Cooper|100
04/08/2020|D.C. Cook 1|100
04/08/2020|D.C. Cook 2|100
04/08/2020|Davis-Besse|99
04/08/2020|Diablo Canyon 1|100
04/08/2020|Diablo Canyon 2|100
04/08/2020|Dresden 2|100
04/08/2020|Dresden 3|100
04/08/2020|Duane Arnold|100
04/08/2020|Farley 1|100
04/08/2020|Farley 2|100
04/08/2020|Fermi 2|0
04/08/2020|FitzPatrick|100
04/08/2020|Ginna|0
04/08/2020|Grand Gulf 1|0
04/08/2020|Harris 1|100
04/08/2020|Hatch 1|97
04/08/2020|Hatch 2|100
04/08/2020|Hope Creek 1|100
04/08/2020|Indian Point 2|83
04/08/2020|Indian Point 3|100
04/08/2020|LaSalle 1|100
04/08/2020|LaSalle 2|100
04/08/2020|Limerick 1|0
04/08/2020|Limerick 2|100
04/08/2020|McGuire 1|100
04/08/2020|McGuire 2|0
04/08/2020|Millstone 2|100
04/08/2020|Millstone 3|0
04/08/2020|Monticello|100
04/08/2020|Nine Mile Point 1|100
04/08/2020|Nine Mile Point 2|95
04/08/2020|North Anna 1|100
04/08/2020|North Anna 2|100
04/08/2020|Oconee 1|100
04/08/2020|Oconee 2|100
04/08/2020|Oconee 3|92
04/08/2020|Palisades|100
04/08/2020|Palo Verde 1|100
04/08/2020|Palo Verde 2|0
04/08/2020|Palo Verde 3|100
04/08/2020|Peach Bottom 2|100
04/08/2020|Peach Bottom 3|100
04/08/2020|Perry 1|100
04/08/2020|Point Beach 1|100
04/08/2020|Point Beach 2|74
04/08/2020|Prairie Island 1|100
04/08/2020|Prairie Island 2|100
04/08/2020|Quad Cities 1|100
04/08/2020|Quad Cities 2|0
04/08/2020|River Bend Station 1|68
04/08/2020|Robinson 2|100
04/08/2020|Saint Lucie 1|100
04/08/2020|Saint Lucie 2|100
04/08/2020|Salem 1|100
04/08/2020|Salem 2|91
04/08/2020|Seabrook 1|0
04/08/2020|Sequoyah 1|100
04/08/2020|Sequoyah 2|81
04/08/2020|South Texas 1|0
04/08/2020|South Texas 2|100
04/08/2020|Summer|91
04/08/2020|Surry 1|100
04/08/2020|Surry 2|100
04/08/2020|Susquehanna 1|0
04/08/2020|Susquehanna 2|99
04/08/2020|Three Mile Island 1|0
04/08/2020|Turkey Point 3|0
04/08/2020|Turkey Point 4|100
04/08/2020|Vogtle 1|100
04/08/2020|Vogtle 2|100
04/08/2020|Waterford 3|100
04/08/2020|Watts Bar 1|100
04/08/2020|Watts Bar 2|100
04/08/2020|Wolf Creek 1|100
04/07/2020|Arkansas Nuclear 1|100
04/07/2020|Arkansas Nuclear 2|0
04/07/2020|Beaver Valley 1|100
04/07/2020|Beaver Valley 2|80
04/07/2020|Braidwood 1|100
04/07/2020|Braidwood 2|97
04/07/2020|Browns Ferry 1|100
04/07/2020|Browns Ferry 2|100
04/07/2020|Browns Ferry 3|43
04/07/2020|Brunswick 1|100
04/07/2020|Brunswick 2|100
04/07/2020|Byron 1|100
04/07/2020|Byron 2|100
04/07/2020|Callaway|20
04/07/2020|Calvert Cliffs 1|100
04/07/2020|Calvert Cliffs 2|100
04/07/2020|Catawba 1|100
04/07/2020|Catawba 2|100
04/07/2020|Clinton|99
04/07/2020|Columbia Generating Station|100
04/07/2020|Comanche Peak 1|100
04/07/2020|Comanche Peak 2|100
04/07/2020|Cooper|100
04/07/2020|D.C. Cook 1|100
04/07/2020|D.C. Cook 2|100
04/07/2020|Davis-Besse|100
04/07/2020|Diablo Canyon 1|100
04/07/2020|Diablo Canyon 2|100
04/07/2020|Dresden 2|100
04/07/2020|Dresden 3|100
04/07/2020|Duane Arnold|100
04/07/2020|Farley 1|100
04/07/2020|Farley 2|100
04/07/2020|Fermi 2|0
04/07/2020|FitzPatrick|100
04/07/2020|Ginna|0
04/07/2020|Grand Gulf 1|0
04/07/2020|Harris 1|100
04/07/2020|Hatch 1|100
04/07/2020|Hatch 2|100
04/07/2020|Hope Creek 1|100
04/07/2020|Indian Point 2|84
04/07/2020|Indian Point 3|100
04/07/2020|LaSalle 1|100
04/07/2020|LaSalle 2|100
04/07/2020|Limerick 1|0
04/07/2020|Limerick 2|100
04/07/2020|McGuire 1|100
04/07/2020|McGuire 2|0
04/07/2020|Millstone 2|100
04/07/2020|Millstone 3|0
04/07/2020|Monticello|100
04/07/2020|Nine Mile Point 1|100
04/07/2020|Nine Mile Point 2|55
04/07/2020|North Anna 1|100
04/07/2020|North Anna 2|100
04/07/2020|Oconee 1|100
04/07/2020|Oconee 2|100
04/07/2020|Oconee 3|91
04/07/2020|Palisades|100
04/07/2020|Palo Verde 1|100
04/07/2020|Palo Verde 2|0
04/07/2020|Palo Verde 3|100
04/07/2020|Peach Bottom 2|100
04/07/2020|Peach Bottom 3|100
04/07/2020|Perry 1|100
04/07/2020|Point Beach 1|100
04/07/2020|Point Beach 2|63
04/07/2020|Prairie Island 1|100
04/07/2020|Prairie Island 2|100
04/07/2020|Quad Cities 1|100
04/07/2020|Quad Cities 2|0
04/07/2020|River Bend Station 1|100
04/07/2020|Robinson 2|100
04/07/2020|Saint Lucie 1|100
04/07/2020|Saint Lucie 2|100
04/07/2020|Salem 1|100
04/07/2020|Salem 2|92
04/07/2020|Seabrook 1|0
04/07/2020|Sequoyah 1|100
04/07/2020|Sequoyah 2|81
04/07/2020|South Texas 1|0
04/07/2020|South Texas 2|100
04/07/2020|Summer|93
04/07/2020|Surry 1|100
04/07/2020|Surry 2|100
04/07/2020|Susquehanna 1|0
04/07/2020|Susquehanna 2|99
04/07/2020|Three Mile Island 1|0
04/07/2020|Turkey Point 3|0
04/07/2020|Turkey Point 4|100
04/07/2020|Vogtle 1|100
04/07/2020|Vogtle 2|100
04/07/2020|Waterford 3|100
04/07/2020|Watts Bar 1|100
04/07/2020|Watts Bar 2|100
04/07/2020|Wolf Creek 1|100
04/06/2020|Arkansas Nuclear 1|100
04/06/2020|Arkansas Nuclear 2|0
04/06/2020|Beaver Valley 1|100
04/06/2020|Beaver Valley 2|81
04/06/2020|Braidwood 1|100
04/06/2020|Braidwood 2|98
04/06/2020|Browns Ferry 1|100
04/06/2020|Browns Ferry 2|100
04/06/2020|Browns Ferry 3|6
04/06/2020|Brunswick 1|100
04/06/2020|Brunswick 2|100
04/06/2020|Byron 1|100
04/06/2020|Byron 2|100
04/06/2020|Callaway|0
04/06/2020|Calvert Cliffs 1|100
04/06/2020|Calvert Cliffs 2|100
04/06/2020|Catawba 1|100
04/06/2020|Catawba 2|100
04/06/2020|Clinton|99
04/06/2020|Columbia Generating Station|100
04/06/2020|Comanche Peak 1|100
04/06/2020|Comanche Peak 2|100
04/06/2020|Cooper|100
04/06/2020|D.C. Cook 1|100
04/06/2020|D.C. Cook 2|100
04/06/2020|Davis-Besse|100
04/06/2020|Diablo Canyon 1|100
04/06/2020|Diablo Canyon 2|100
04/06/2020|Dresden 2|100
04/06/2020|Dresden 3|100
04/06/2020|Duane Arnold|100
04/06/2020|Farley 1|100
04/06/2020|Farley 2|100
04/06/2020|Fermi 2|0
04/06/2020|FitzPatrick|100
04/06/2020|Ginna|0
04/06/2020|Grand Gulf 1|0
04/06/2020|Harris 1|100
04/06/2020|Hatch 1|100
04/06/2020|Hatch 2|100
04/06/2020|Hope Creek 1|100
04/06/2020|Indian Point 2|84
04/06/2020|Indian Point 3|100
04/06/2020|LaSalle 1|100
04/06/2020|LaSalle 2|100
04/06/2020|Limerick 1|0
04/06/2020|Limerick 2|100
04/06/2020|McGuire 1|100
04/06/2020|McGuire 2|0
04/06/2020|Millstone 2|100
04/06/2020|Millstone 3|0
04/06/2020|Monticello|100
04/06/2020|Nine Mile Point 1|100
04/06/2020|Nine Mile Point 2|54
04/06/2020|North Anna 1|100
04/06/2020|North Anna 2|100
04/06/2020|Oconee 1|100
04/06/2020|Oconee 2|100
04/06/2020|Oconee 3|93
04/06/2020|Palisades|100
04/06/2020|Palo Verde 1|100
04/06/2020|Palo Verde 2|0
04/06/2020|Palo Verde 3|100
04/06/2020|Peach Bottom 2|100
04/06/2020|Peach Bottom 3|100
04/06/2020|Perry 1|100
04/06/2020|Point Beach 1|100
04/06/2020|Point Beach 2|29
04/06/2020|Prairie Island 1|78
04/06/2020|Prairie Island 2|100
04/06/2020|Quad Cities 1|100
04/06/2020|Quad Cities 2|0
04/06/2020|River Bend Station 1|100
04/06/2020|Robinson 2|100
04/06/2020|Saint Lucie 1|100
04/06/2020|Saint Lucie 2|100
04/06/2020|Salem 1|100
04/06/2020|Salem 2|93
04/06/2020|Seabrook 1|0
04/06/2020|Sequoyah 1|100
04/06/2020|Sequoyah 2|82
04/06/2020|South Texas 1|0
04/06/2020|South Texas 2|100
04/06/2020|Summer|93
04/06/2020|Surry 1|100
04/06/2020|Surry 2|100
04/06/2020|Susquehanna 1|0
04/06/2020|Susquehanna 2|99
04/06/2020|Three Mile Island 1|0
04/06/2020|Turkey Point 3|0
04/06/2020|Turkey Point 4|100
04/06/2020|Vogtle 1|99
04/06/2020|Vogtle 2|100
04/06/2020|Waterford 3|100
04/06/2020|Watts Bar 1|100
04/06/2020|Watts Bar 2|100
04/06/2020|Wolf Creek 1|100
04/05/2020|Arkansas Nuclear 1|100
04/05/2020|Arkansas Nuclear 2|0
04/05/2020|Beaver Valley 1|100
04/05/2020|Beaver Valley 2|82
04/05/2020|Braidwood 1|100
04/05/2020|Braidwood 2|99
04/05/2020|Browns Ferry 1|100
04/05/2020|Browns Ferry 2|100
04/05/2020|Browns Ferry 3|0
04/05/2020|Brunswick 1|87
04/05/2020|Brunswick 2|100
04/05/2020|Byron 1|100
04/05/2020|Byron 2|100
04/05/2020|Callaway|0
04/05/2020|Calvert Cliffs 1|100
04/05/2020|Calvert Cliffs 2|100
04/05/2020|Catawba 1|100
04/05/2020|Catawba 2|100
04/05/2020|Clinton|99
04/05/2020|Columbia Generating Station|100
04/05/2020|Comanche Peak 1|100
04/05/2020|Comanche Peak 2|100
04/05/2020|Cooper|100
04/05/2020|D.C. Cook 1|100
04/05/2020|D.C. Cook 2|100
04/05/2020|Davis-Besse|100
04/05/2020|Diablo Canyon 1|100
04/05/2020|Diablo Canyon 2|100
04/05/2020|Dresden 2|100
04/05/2020|Dresden 3|100
04/05/2020|Duane Arnold|100
04/05/2020|Farley 1|100
04/05/2020|Farley 2|100
04/05/2020|Fermi 2|0
04/05/2020|FitzPatrick|100
04/05/2020|Ginna|92
04/05/2020|Grand Gulf 1|0
04/05/2020|Harris 1|100
04/05/2020|Hatch 1|100
04/05/2020|Hatch 2|100
04/05/2020|Hope Creek 1|100
04/05/2020|Indian Point 2|85
04/05/2020|Indian Point 3|100
04/05/2020|LaSalle 1|100
04/05/2020|LaSalle 2|100
04/05/2020|Limerick 1|0
04/05/2020|Limerick 2|100
04/05/2020|McGuire 1|100
04/05/2020|McGuire 2|0
04/05/2020|Millstone 2|100
04/05/2020|Millstone 3|0
04/05/2020|Monticello|100
04/05/2020|Nine Mile Point 1|100
04/05/2020|Nine Mile Point 2|56
04/05/2020|North Anna 1|100
04/05/2020|North Anna 2|100
04/05/2020|Oconee 1|100
04/05/2020|Oconee 2|100
04/05/2020|Oconee 3|94
04/05/2020|Palisades|100
04/05/2020|Palo Verde 1|100
04/05/2020|Palo Verde 2|0
04/05/2020|Palo Verde 3|100
04/05/2020|Peach Bottom 2|100
04/05/2020|Peach Bottom 3|100
04/05/2020|Perry 1|100
04/05/2020|Point Beach 1|100
04/05/2020|Point Beach 2|6
04/05/2020|Prairie Island 1|100
04/05/2020|Prairie Island 2|100
04/05/2020|Quad Cities 1|100
04/05/2020|Quad Cities 2|0
04/05/2020|River Bend Station 1|100
04/05/2020|Robinson 2|100
04/05/2020|Saint Lucie 1|100
04/05/2020|Saint Lucie 2|100
04/05/2020|Salem 1|100
04/05/2020|Salem 2|94
04/05/2020|Seabrook 1|0
04/05/2020|Sequoyah 1|100
04/05/2020|Sequoyah 2|83
04/05/2020|South Texas 1|0
04/05/2020|South Texas 2|100
04/05/2020|Summer|100
04/05/2020|Surry 1|100
04/05/2020|Surry 2|100
04/05/2020|Susquehanna 1|0
04/05/2020|Susquehanna 2|99
04/05/2020|Three Mile Island 1|0
04/05/2020|Turkey Point 3|0
04/05/2020|Turkey Point 4|100
04/05/2020|Vogtle 1|93
04/05/2020|Vogtle 2|100
04/05/2020|Waterford 3|100
04/05/2020|Watts Bar 1|100
04/05/2020|Watts Bar 2|100
04/05/2020|Wolf Creek 1|100
04/04/2020|Arkansas Nuclear 1|100
04/04/2020|Arkansas Nuclear 2|0
04/04/2020|Beaver Valley 1|100
04/04/2020|Beaver Valley 2|83
04/04/2020|Braidwood 1|100
04/04/2020|Braidwood 2|99
04/04/2020|Browns Ferry 1|100
04/04/2020|Browns Ferry 2|100
04/04/2020|Browns Ferry 3|7
04/04/2020|Brunswick 1|100
04/04/2020|Brunswick 2|100
04/04/2020|Byron 1|100
04/04/2020|Byron 2|100
04/04/2020|Callaway|0
04/04/2020|Calvert Cliffs 1|100
04/04/2020|Calvert Cliffs 2|100
04/04/2020|Catawba 1|100
04/04/2020|Catawba 2|100
04/04/2020|Clinton|98
04/04/2020|Columbia Generating Station|100
04/04/2020|Comanche Peak 1|100
04/04/2020|Comanche Peak 2|100
04/04/2020|Cooper|100
04/04/2020|D.C. Cook 1|70
04/04/2020|D.C. Cook 2|100
04/04/2020|Davis-Besse|100
04/04/2020|Diablo Canyon 1|100
04/04/2020|Diablo Canyon 2|100
04/04/2020|Dresden 2|100
04/04/2020|Dresden 3|100
04/04/2020|Duane Arnold|100
04/04/2020|Farley 1|100
04/04/2020|Farley 2|100
04/04/2020|Fermi 2|0
04/04/2020|FitzPatrick|100
04/04/2020|Ginna|93
04/04/2020|Grand Gulf 1|0
04/04/2020|Harris 1|100
04/04/2020|Hatch 1|100
